rep_number,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,z32,label
1,0.47806161642074585,0.48318952322006226,0.4859001636505127,0.4885657727718353,0.4771767556667328,0.4758415222167969,0.47472530603408813,0.5050038695335388,0.48421692848205566,0.48777714371681213,0.4801916480064392,0.5594018697738647,0.4716131091117859,0.5791158080101013,0.46413254737854004,0.5663765668869019,0.46811825037002563,0.5598310828208923,0.4700438380241394,0.5566437840461731,0.47104936838150024,0.5578109622001648,0.4724264144897461,0.5470012426376343,0.4968404173851013,0.5445175170898438,0.49963098764419556,0.5336683988571167,0.5022218227386475,0.5336541533470154,0.5059133172035217,0.526027262210846,0.4880724847316742,0.18751591444015503,0.16811871528625488,0.16625858843326569,0.1644294112920761,0.17206792533397675,0.17293338477611542,0.17382633686065674,0.16530832648277283,0.17173804342746735,0.19941741228103638,0.20272444188594818,0.2403252124786377,0.2586194574832916,0.37029537558555603,0.38756048679351807,0.36963725090026855,0.35903045535087585,0.3746222257614136,0.35905787348747253,0.3496965765953064,0.3405548632144928,0.3481007516384125,0.3389388918876648,0.5040426254272461,0.510810375213623,0.7069281935691833,0.6921576857566833,0.8718962073326111,0.8594607710838318,0.8965632915496826,0.8823525309562683,0.9345165491104126,0.9209854006767273,-0.10347876697778702,-0.11242946237325668,-0.11249611526727676,-0.11253003031015396,-0.08742572367191315,-0.08742515742778778,-0.08746907114982605,-0.08775623142719269,0.02549969218671322,-0.0892920047044754,-0.05662841349840164,-0.05841202661395073,0.10518046468496323,-0.12985076010227203,0.056593894958496094,-0.2709450125694275,-0.15918698906898499,-0.3093753457069397,-0.19255231320858002,-0.31125280261039734,-0.19684584438800812,-0.27225127816200256,-0.1664007306098938,-0.04788096994161606,0.04804997891187668,-0.11094413697719574,0.0436212494969368,0.02909368835389614,0.21193477511405945,0.03824353218078613,0.22586432099342346,-0.07125533372163773,0.12326440960168839,Perfect
1,0.47774991393089294,0.4830394387245178,0.485560804605484,0.48810702562332153,0.47681349515914917,0.4754568934440613,0.47438687086105347,0.504672646522522,0.48426303267478943,0.48757416009902954,0.48010683059692383,0.5590093731880188,0.47276487946510315,0.5791405439376831,0.4627867341041565,0.5611662864685059,0.4698598384857178,0.557731032371521,0.47170791029930115,0.5566621422767639,0.47183194756507874,0.5568075180053711,0.47353607416152954,0.5469432473182678,0.4972882866859436,0.54451984167099,0.5002812147140503,0.5333036184310913,0.503279447555542,0.5334275960922241,0.5063342452049255,0.5260566473007202,0.48681625723838806,0.18565022945404053,0.166269913315773,0.1644515097141266,0.16262419521808624,0.1700746715068817,0.1709233969449997,0.1718020737171173,0.16326266527175903,0.16944456100463867,0.19713939726352692,0.20007877051830292,0.23836925625801086,0.25599977374076843,0.37106576561927795,0.38782089948654175,0.3350679874420166,0.33508536219596863,0.2985500991344452,0.32612383365631104,0.2807586193084717,0.3083968162536621,0.29948848485946655,0.31030696630477905,0.5018566846847534,0.508053183555603,0.7066321969032288,0.6919571161270142,0.8720366358757019,0.8591611385345459,0.8958491683006287,0.8815951943397522,0.9340754747390747,0.920925498008728,-0.08545875549316406,-0.09693045914173126,-0.09697158634662628,-0.09699888527393341,-0.06983136385679245,-0.06982938945293427,-0.06989102065563202,-0.0845847874879837,0.0376875065267086,-0.0758562684059143,-0.0406368151307106,-0.05573536828160286,0.10774952173233032,-0.13988527655601501,0.04345894232392311,-0.2658555805683136,-0.16617420315742493,-0.29843562841415405,-0.19511868059635162,-0.292534738779068,-0.19354116916656494,-0.26268061995506287,-0.17089079320430756,-0.0478755347430706,0.04804011434316635,-0.10705319792032242,0.042225196957588196,0.03617691993713379,0.2114551067352295,0.04548387974500656,0.22559258341789246,-0.06357750296592712,0.1245339885354042,Perfect
1,0.47754520177841187,0.4827794134616852,0.48548048734664917,0.4880353510379791,0.4764687418937683,0.47519809007644653,0.47422537207603455,0.5045041441917419,0.48450416326522827,0.48746585845947266,0.48062214255332947,0.5589135885238647,0.47476083040237427,0.5791569948196411,0.46258848905563354,0.5615299344062805,0.4701768457889557,0.5582419633865356,0.4717635214328766,0.5580348372459412,0.47187596559524536,0.5576130151748657,0.47351574897766113,0.5468488931655884,0.4972754418849945,0.5444278120994568,0.5002524256706238,0.5329359173774719,0.5030917525291443,0.5323871374130249,0.506719172000885,0.5224176645278931,0.4865295886993408,0.18548674881458282,0.16583751142024994,0.16385680437088013,0.16179965436458588,0.16988928616046906,0.17078958451747894,0.17169973254203796,0.16165372729301453,0.16925828158855438,0.19695737957954407,0.20014475286006927,0.23839201033115387,0.2559579610824585,0.37437617778778076,0.3883616030216217,0.29289719462394714,0.3131565749645233,0.26356345415115356,0.2952406704425812,0.2480749934911728,0.281033456325531,0.254886656999588,0.28523361682891846,0.5029141902923584,0.5080118775367737,0.7081876397132874,0.697161078453064,0.8729918003082275,0.8640455603599548,0.898009181022644,0.8838579654693604,0.9354809522628784,0.9222750067710876,-0.10137178003787994,-0.11353887617588043,-0.11358662694692612,-0.11362634599208832,-0.08613509684801102,-0.08613349497318268,-0.08620555698871613,-0.10245299339294434,0.021703973412513733,-0.09197200834751129,-0.056254833936691284,-0.07328172028064728,0.09563450515270233,-0.17674580216407776,0.014163549058139324,-0.2932771146297455,-0.2131202220916748,-0.3234561085700989,-0.24285824596881866,-0.3096558749675751,-0.23821349442005157,-0.2880032956600189,-0.21735890209674835,-0.04974508285522461,0.049889907240867615,-0.10162585973739624,0.04694027081131935,0.034728042781353,0.2114216387271881,0.042683493345975876,0.22525861859321594,-0.06766778975725174,0.12529727816581726,Perfect
1,0.477435827255249,0.48246583342552185,0.4849723279476166,0.48751839995384216,0.47634512186050415,0.4751177728176117,0.4741937220096588,0.5036436319351196,0.4843907356262207,0.48732709884643555,0.4806152880191803,0.5588310360908508,0.4753183424472809,0.5790889263153076,0.46205243468284607,0.5614970326423645,0.4700383245944977,0.5578046441078186,0.47173547744750977,0.5545116662979126,0.471902459859848,0.5574882626533508,0.47346028685569763,0.5467621088027954,0.4972364902496338,0.5444701313972473,0.5001077055931091,0.5330173373222351,0.5030521154403687,0.5349830985069275,0.506758987903595,0.5242384672164917,0.4861345887184143,0.18464891612529755,0.1650058478116989,0.1629960834980011,0.16082769632339478,0.1692545861005783,0.17025764286518097,0.1712598353624344,0.16051936149597168,0.1691465973854065,0.19643205404281616,0.1997106820344925,0.23888953030109406,0.2565402388572693,0.3764245808124542,0.3891250491142273,0.27102774381637573,0.3108930289745331,0.24010998010635376,0.2921094596385956,0.2174752801656723,0.27875927090644836,0.24037876725196838,0.28248435258865356,0.5040490627288818,0.5082641243934631,0.7152489423751831,0.7025918960571289,0.8795198798179626,0.8712397813796997,0.9039207696914673,0.8886164426803589,0.9374449253082275,0.9240315556526184,-0.09847734123468399,-0.10992302000522614,-0.10998163372278214,-0.11003617942333221,-0.08269158005714417,-0.08269782364368439,-0.08277395367622375,-0.09749194234609604,0.025356527417898178,-0.0887412577867508,-0.053448986262083054,-0.07128708064556122,0.0952247604727745,-0.18312154710292816,0.0070661818608641624,-0.2940513789653778,-0.21919354796409607,-0.32479971647262573,-0.24932582676410675,-0.30972912907600403,-0.24378104507923126,-0.28841114044189453,-0.22309760749340057,-0.0501653254032135,0.05030801147222519,-0.10212697833776474,0.04728053882718086,0.020281413570046425,0.21142351627349854,0.02736382558941841,0.22522059082984924,-0.08263610303401947,0.1252484768629074,Perfect
1,0.47736310958862305,0.48205623030662537,0.48444995284080505,0.4869270324707031,0.4761282801628113,0.47493642568588257,0.4740583896636963,0.5024713277816772,0.48429760336875916,0.4872235357761383,0.48064932227134705,0.5588010549545288,0.4759531021118164,0.5789945125579834,0.46160954236984253,0.560030996799469,0.4700375497341156,0.5575997829437256,0.47148337960243225,0.5553438663482666,0.4717414975166321,0.5574037432670593,0.4733273983001709,0.5467205047607422,0.49725160002708435,0.5444146394729614,0.5000894069671631,0.5330451726913452,0.5030971765518188,0.5354987382888794,0.5068467259407043,0.5245550870895386,0.4855191111564636,0.18452198803424835,0.16479676961898804,0.16269785165786743,0.16042156517505646,0.16919751465320587,0.17022134363651276,0.1712273210287094,0.1597345620393753,0.16909538209438324,0.19632047414779663,0.1997411698102951,0.23919862508773804,0.256940633058548,0.3784375488758087,0.38986727595329285,0.3018435835838318,0.31181302666664124,0.27441176772117615,0.29309600591659546,0.260447233915329,0.2793910801410675,0.2670636773109436,0.2831156551837921,0.5043689012527466,0.5083473324775696,0.7152920961380005,0.7031195163726807,0.8789911866188049,0.8709471821784973,0.9040547609329224,0.8885020613670349,0.938480794429779,0.9241814613342285,-0.08394202589988708,-0.09647564589977264,-0.09652881324291229,-0.096573606133461,-0.0691826194524765,-0.0691905990242958,-0.06926118582487106,-0.09030521661043167,0.032784417271614075,-0.07666222006082535,-0.041245389729738235,-0.06891562044620514,0.09990107268095016,-0.1700933426618576,0.015065038576722145,-0.27235087752342224,-0.20206649601459503,-0.3103577196598053,-0.23138098418712616,-0.28660231828689575,-0.2260807752609253,-0.2760767638683319,-0.20599409937858582,-0.05072055011987686,0.05085884407162666,-0.10012958198785782,0.05232762172818184,0.024717431515455246,0.2122790813446045,0.031807176768779755,0.22556905448436737,-0.07544033229351044,0.12825444340705872,Perfect
1,0.47730106115341187,0.48196443915367126,0.48429346084594727,0.48671069741249084,0.4760712683200836,0.4749079644680023,0.47402486205101013,0.5021124482154846,0.48429590463638306,0.4871436059474945,0.4807106554508209,0.5589244365692139,0.4759775698184967,0.5788694620132446,0.4614035189151764,0.5591619610786438,0.46987366676330566,0.557470440864563,0.4712492525577545,0.5560131669044495,0.47169265151023865,0.557361900806427,0.4732843339443207,0.5463480949401855,0.49719804525375366,0.5443693995475769,0.5000516772270203,0.5330433249473572,0.5031464099884033,0.5358280539512634,0.5069950222969055,0.5256422758102417,0.48511987924575806,0.18515968322753906,0.16545023024082184,0.1631944179534912,0.16080106794834137,0.16988933086395264,0.1707543134689331,0.17157182097434998,0.15982776880264282,0.1692129373550415,0.19681213796138763,0.2004600316286087,0.23924660682678223,0.257223516702652,0.3793463408946991,0.39053043723106384,0.3033534288406372,0.3131599724292755,0.27444908022880554,0.2945466637611389,0.2619427442550659,0.280438095331192,0.2713477313518524,0.28377529978752136,0.5048133134841919,0.5085517168045044,0.7140606641769409,0.7025786638259888,0.8785689473152161,0.8705636858940125,0.9030904173851013,0.8875705003738403,0.9384762048721313,0.9241259098052979,-0.09732700884342194,-0.1087990552186966,-0.10885800421237946,-0.10890722274780273,-0.08228855580091476,-0.08229228854179382,-0.08236437290906906,-0.09733037650585175,0.022686291486024857,-0.08800029009580612,-0.05353868007659912,-0.07112699747085571,0.09246589243412018,-0.17385362088680267,0.006018776446580887,-0.28276944160461426,-0.2196374237537384,-0.31344181299209595,-0.2494087517261505,-0.2983078956604004,-0.245308518409729,-0.2791523039340973,-0.22417636215686798,-0.050488315522670746,0.05063735321164131,-0.10301037132740021,0.053928542882204056,0.00825929082930088,0.21369247138500214,0.014065057039260864,0.22658726572990417,-0.09699694812297821,0.12924151122570038,Perfect
1,0.4769924283027649,0.4813905358314514,0.4837614595890045,0.4861751198768616,0.4757310748100281,0.474665105342865,0.4738388955593109,0.5014766454696655,0.4842487871646881,0.4870227873325348,0.4806671738624573,0.558903157711029,0.4758915305137634,0.5788112282752991,0.46133774518966675,0.5576180815696716,0.4697340428829193,0.5558664202690125,0.4710632264614105,0.555465817451477,0.47157469391822815,0.5557685494422913,0.47324371337890625,0.5457209944725037,0.49710577726364136,0.5443502068519592,0.49999943375587463,0.5329552888870239,0.5030736923217773,0.534609317779541,0.507093071937561,0.5237352848052979,0.48496055603027344,0.1851850301027298,0.1654842495918274,0.16323453187942505,0.16085413098335266,0.16992677748203278,0.1707897037267685,0.17157842218875885,0.15993823111057281,0.16924899816513062,0.1969965249300003,0.2004929482936859,0.23944680392742157,0.2574559152126312,0.38062387704849243,0.3907628357410431,0.3083907961845398,0.31573486328125,0.2768790125846863,0.2973102033138275,0.26422223448753357,0.283387690782547,0.2747117280960083,0.28631317615509033,0.5051756501197815,0.508706271648407,0.7140840291976929,0.7026780247688293,0.8782169818878174,0.870020866394043,0.9024074077606201,0.8870552778244019,0.9405221939086914,0.9243999719619751,-0.0932014137506485,-0.10496197640895844,-0.10502201318740845,-0.10507667064666748,-0.07861274480819702,-0.07861454784870148,-0.07868066430091858,-0.09470256417989731,0.02484559267759323,-0.08415296673774719,-0.04985613748431206,-0.06979263573884964,0.09680156409740448,-0.16962341964244843,0.014859749004244804,-0.2730344533920288,-0.20311269164085388,-0.30331239104270935,-0.2320794314146042,-0.2929458022117615,-0.228849858045578,-0.2700221836566925,-0.2079876959323883,-0.05108286812901497,0.05122189596295357,-0.09713596105575562,0.058106064796447754,0.022090869024395943,0.2138800323009491,0.029496219009160995,0.22650372982025146,-0.08011068403720856,0.1298067718744278,Perfect
1,0.47695842385292053,0.48099416494369507,0.4833175539970398,0.4856664538383484,0.47560209035873413,0.47461777925491333,0.4737973213195801,0.5007966160774231,0.4842084050178528,0.4869960844516754,0.4807049632072449,0.5589035749435425,0.47611087560653687,0.5787936449050903,0.4612935185432434,0.5572157502174377,0.4697083830833435,0.5547956824302673,0.47069865465164185,0.555267870426178,0.4707396626472473,0.5552056431770325,0.47259265184402466,0.5456959009170532,0.49708858132362366,0.5443158745765686,0.500057578086853,0.5329850316047668,0.5042377710342407,0.5355046391487122,0.5071495771408081,0.523865818977356,0.4869629442691803,0.18516579270362854,0.1653100848197937,0.1630716472864151,0.16071262955665588,0.16968071460723877,0.17049342393875122,0.17122992873191833,0.15953192114830017,0.1689123958349228,0.1969987452030182,0.200504869222641,0.23967903852462769,0.2571597397327423,0.38123422861099243,0.39082327485084534,0.31142082810401917,0.3152470886707306,0.27816489338874817,0.2970092296600342,0.2642260789871216,0.2831639349460602,0.27520719170570374,0.28622937202453613,0.5052484273910522,0.5086345672607422,0.7134413719177246,0.7024735808372498,0.878257691860199,0.8693333864212036,0.9019098877906799,0.8874288201332092,0.9385337829589844,0.9244140386581421,-0.09545690566301346,-0.10749591886997223,-0.10756085813045502,-0.10761873424053192,-0.08068935573101044,-0.08069009333848953,-0.08075930923223495,-0.09787610173225403,0.02330407127737999,-0.08664999157190323,-0.051797054708004,-0.07425960153341293,0.09498456865549088,-0.17143681645393372,0.012375252321362495,-0.2742951512336731,-0.2123350203037262,-0.3041402995586395,-0.24210841953754425,-0.2931004762649536,-0.23918700218200684,-0.270205557346344,-0.2174665927886963,-0.05232493206858635,0.05247659236192703,-0.09725509583950043,0.05747232586145401,0.019627634435892105,0.21292062103748322,0.026581764221191406,0.225195974111557,-0.08011504262685776,0.1290220469236374,Perfect
1,0.4765129089355469,0.4802018105983734,0.48257070779800415,0.48492035269737244,0.47511640191078186,0.47426214814186096,0.47354036569595337,0.4999604821205139,0.4841940999031067,0.48662418127059937,0.4806872010231018,0.558966875076294,0.47613272070884705,0.5787573456764221,0.4612656235694885,0.5572272539138794,0.4695294499397278,0.5547159910202026,0.470282644033432,0.5553146600723267,0.4696412980556488,0.5551315546035767,0.47180333733558655,0.5456481575965881,0.4970647394657135,0.5442928671836853,0.5000672340393066,0.5334377884864807,0.5044140219688416,0.5359780192375183,0.5071408152580261,0.5243387818336487,0.4879959225654602,0.18505683541297913,0.16511183977127075,0.16292016208171844,0.16061758995056152,0.16932927072048187,0.17008817195892334,0.17077773809432983,0.15931440889835358,0.16853547096252441,0.19692730903625488,0.20040054619312286,0.23967823386192322,0.2567717730998993,0.3814108073711395,0.3909696042537689,0.3138345181941986,0.32084032893180847,0.285049706697464,0.3017871081829071,0.27166444063186646,0.28738194704055786,0.27653607726097107,0.29057589173316956,0.5054489374160767,0.5086596608161926,0.7133858799934387,0.7024452090263367,0.8772743344306946,0.8689591288566589,0.9012371301651001,0.8877774477005005,0.9362133741378784,0.924385130405426,-0.09828905016183853,-0.11021753400564194,-0.11028318107128143,-0.11033854633569717,-0.08333561569452286,-0.0833367258310318,-0.08340813219547272,-0.09984312951564789,0.02183719351887703,-0.08913713693618774,-0.054168056696653366,-0.07603305578231812,0.0939583033323288,-0.1745239496231079,0.013168342411518097,-0.2855782210826874,-0.21206733584403992,-0.31646183133125305,-0.24185749888420105,-0.3046085834503174,-0.2395637482404709,-0.2811375856399536,-0.21734082698822021,-0.05252347141504288,0.05267108604311943,-0.09765145927667618,0.05716194957494736,0.0244440995156765,0.21367216110229492,0.031906116753816605,0.22613415122032166,-0.07540427893400192,0.12959986925125122,Perfect
1,0.475944846868515,0.4797227382659912,0.48221009969711304,0.48466047644615173,0.47468966245651245,0.4738554358482361,0.4731209874153137,0.4997715950012207,0.4840657114982605,0.48605456948280334,0.4801143705844879,0.5589520335197449,0.47544246912002563,0.579240620136261,0.4611908793449402,0.556816577911377,0.4689587950706482,0.5541700124740601,0.46971362829208374,0.5547574162483215,0.468728244304657,0.5543738603591919,0.47096356749534607,0.5452332496643066,0.49664974212646484,0.544187068939209,0.5000029802322388,0.5326321125030518,0.5026247501373291,0.5328110456466675,0.5068498849868774,0.5243854522705078,0.48658353090286255,0.18524928390979767,0.16576984524726868,0.1636248230934143,0.1613846719264984,0.1695679873228073,0.17018435895442963,0.17078691720962524,0.15972799062728882,0.16856032609939575,0.19711129367351532,0.20041771233081818,0.23980480432510376,0.2562544643878937,0.38145750761032104,0.39173418283462524,0.3199114203453064,0.3274354040622711,0.29564327001571655,0.3121287524700165,0.2818675935268402,0.2969582974910736,0.2840690016746521,0.2993989586830139,0.5038556456565857,0.5079808831214905,0.7102957963943481,0.7007051110267639,0.8761181235313416,0.8663123846054077,0.895228385925293,0.8810334205627441,0.9357739686965942,0.9239273071289062,-0.09363821893930435,-0.10385581105947495,-0.10391119867563248,-0.10394948720932007,-0.0782049372792244,-0.07820546627044678,-0.07826299220323563,-0.08731195330619812,0.028700247406959534,-0.08249098062515259,-0.049089256674051285,-0.057705700397491455,0.10146397352218628,-0.14940086007118225,0.029360150918364525,-0.28230777382850647,-0.19813652336597443,-0.31127694249153137,-0.2246479094028473,-0.3027350604534149,-0.22912302613258362,-0.28050142526626587,-0.2059929370880127,-0.05004582926630974,0.05018329620361328,-0.0970468744635582,0.05212749168276787,0.035963915288448334,0.21320410072803497,0.044520460069179535,0.225778728723526,-0.06544853746891022,0.12698614597320557,Perfect
